Run Model Entity Position Sim
6 13 en.wikipedia.org/wiki..Xerxes_I.txt 59 0.858
6 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 117 0.818
6 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.93
1 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 11 0.924
1 14 en.wikipedia.org/wiki..Themistocles.txt 28 0.892
1 14 en.wikipedia.org/wiki..Thespiae.txt 119 0.814
1 14 en.wikipedia.org/wiki..Sparta.txt 278 0.702
1 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 5 0.936
1 14 en.wikipedia.org/wiki..Darius_I.txt 99 0.829
1 14 en.wikipedia.org/wiki..Leonidas_I.txt 36 0.887
1 14 en.wikipedia.org/wiki..Xerxes_I.txt 65 0.857
1 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 116 0.817
1 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.93
2 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.927
2 14 en.wikipedia.org/wiki..Themistocles.txt 49 0.861
2 14 en.wikipedia.org/wiki..Thespiae.txt 97 0.827
2 14 en.wikipedia.org/wiki..Sparta.txt 204 0.747
2 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 12 0.917
2 14 en.wikipedia.org/wiki..Darius_I.txt 65 0.847
2 14 en.wikipedia.org/wiki..Leonidas_I.txt 27 0.89
2 14 en.wikipedia.org/wiki..Xerxes_I.txt 72 0.843
2 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 103 0.825
2 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 11 0.919
3 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.922
3 14 en.wikipedia.org/wiki..Themistocles.txt 34 0.881
3 14 en.wikipedia.org/wiki..Thespiae.txt 100 0.822
3 14 en.wikipedia.org/wiki..Sparta.txt 272 0.706
3 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 3 0.931
3 14 en.wikipedia.org/wiki..Darius_I.txt 108 0.817
3 14 en.wikipedia.org/wiki..Leonidas_I.txt 16 0.906
3 14 en.wikipedia.org/wiki..Xerxes_I.txt 66 0.849
3 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 114 0.814
3 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.925
4 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.925
4 14 en.wikipedia.org/wiki..Themistocles.txt 37 0.881
4 14 en.wikipedia.org/wiki..Thespiae.txt 132 0.801
4 14 en.wikipedia.org/wiki..Sparta.txt 274 0.703
4 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 6 0.93
4 14 en.wikipedia.org/wiki..Darius_I.txt 80 0.842
4 14 en.wikipedia.org/wiki..Leonidas_I.txt 24 0.9
4 14 en.wikipedia.org/wiki..Xerxes_I.txt 75 0.846
4 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 112 0.82
4 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 4 0.934
5 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.909
5 14 en.wikipedia.org/wiki..Themistocles.txt 59 0.845
5 14 en.wikipedia.org/wiki..Thespiae.txt 87 0.827
5 14 en.wikipedia.org/wiki..Sparta.txt 220 0.733
5 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.913
5 14 en.wikipedia.org/wiki..Darius_I.txt 95 0.824
5 14 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.888
5 14 en.wikipedia.org/wiki..Xerxes_I.txt 100 0.819
5 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 127 0.8
5 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 12 0.907
6 14 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.921
6 14 en.wikipedia.org/wiki..Themistocles.txt 43 0.862
6 14 en.wikipedia.org/wiki..Thespiae.txt 138 0.788
6 14 en.wikipedia.org/wiki..Sparta.txt 291 0.683
6 14 en.wikipedia.org/wiki..Battle_of_Marathon.txt 9 0.92
6 14 en.wikipedia.org/wiki..Darius_I.txt 105 0.811
6 14 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.888
6 14 en.wikipedia.org/wiki..Xerxes_I.txt 79 0.829
6 14 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 125 0.798
6 14 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 5 0.927
1 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 6 0.927
1 15 en.wikipedia.org/wiki..Themistocles.txt 41 0.88
1 15 en.wikipedia.org/wiki..Thespiae.txt 161 0.786
1 15 en.wikipedia.org/wiki..Sparta.txt 281 0.696
1 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 4 0.936
1 15 en.wikipedia.org/wiki..Darius_I.txt 115 0.818
1 15 en.wikipedia.org/wiki..Leonidas_I.txt 31 0.889
1 15 en.wikipedia.org/wiki..Xerxes_I.txt 86 0.835
1 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 125 0.808
1 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.927
2 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.914
2 15 en.wikipedia.org/wiki..Themistocles.txt 50 0.86
2 15 en.wikipedia.org/wiki..Thespiae.txt 114 0.808
2 15 en.wikipedia.org/wiki..Sparta.txt 251 0.715
2 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 6 0.918
2 15 en.wikipedia.org/wiki..Darius_I.txt 77 0.836
2 15 en.wikipedia.org/wiki..Leonidas_I.txt 22 0.893
2 15 en.wikipedia.org/wiki..Xerxes_I.txt 75 0.838
2 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 115 0.807
2 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 11 0.912
3 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.921
3 15 en.wikipedia.org/wiki..Themistocles.txt 55 0.861
3 15 en.wikipedia.org/wiki..Thespiae.txt 124 0.814
3 15 en.wikipedia.org/wiki..Sparta.txt 269 0.716
3 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.921
3 15 en.wikipedia.org/wiki..Darius_I.txt 121 0.818
3 15 en.wikipedia.org/wiki..Leonidas_I.txt 18 0.904
3 15 en.wikipedia.org/wiki..Xerxes_I.txt 64 0.854
3 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 71 0.848
3 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 6 0.927
4 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.929
4 15 en.wikipedia.org/wiki..Themistocles.txt 40 0.882
4 15 en.wikipedia.org/wiki..Thespiae.txt 179 0.77
4 15 en.wikipedia.org/wiki..Sparta.txt 273 0.709
4 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 6 0.93
4 15 en.wikipedia.org/wiki..Darius_I.txt 106 0.824
4 15 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.9
4 15 en.wikipedia.org/wiki..Xerxes_I.txt 82 0.839
4 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 112 0.819
4 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 5 0.933
5 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.915
5 15 en.wikipedia.org/wiki..Themistocles.txt 47 0.863
5 15 en.wikipedia.org/wiki..Thespiae.txt 136 0.792
5 15 en.wikipedia.org/wiki..Sparta.txt 299 0.68
5 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.917
5 15 en.wikipedia.org/wiki..Darius_I.txt 97 0.824
5 15 en.wikipedia.org/wiki..Leonidas_I.txt 30 0.883
5 15 en.wikipedia.org/wiki..Xerxes_I.txt 78 0.84
5 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 124 0.799
5 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 5 0.925
6 15 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.912
6 15 en.wikipedia.org/wiki..Themistocles.txt 42 0.867
6 15 en.wikipedia.org/wiki..Thespiae.txt 100 0.821
6 15 en.wikipedia.org/wiki..Sparta.txt 240 0.726
6 15 en.wikipedia.org/wiki..Battle_of_Marathon.txt 15 0.905
6 15 en.wikipedia.org/wiki..Darius_I.txt 101 0.821
6 15 en.wikipedia.org/wiki..Leonidas_I.txt 33 0.875
6 15 en.wikipedia.org/wiki..Xerxes_I.txt 80 0.835
6 15 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 138 0.79
6 15 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 11 0.91
